zip,place_name,state,lat,lon
98042,Kent,WA,47.368,-122.1206
98043,Mountlake Terrace,WA,47.7933,-122.3076
98052,Redmond,WA,47.6718,-122.1232
98055,Renton,WA,47.4648,-122.2075
98058,Renton,WA,47.4465,-122.1216
98059,Renton,WA,47.5058,-122.1157
98074,Sammamish,WA,47.6254,-122.0462
98087,Lynnwood,WA,47.862,-122.2532
98092,Auburn,WA,47.2884,-122.098
98103,Seattle,WA,47.6733,-122.3426
98105,Seattle,WA,47.6633,-122.3022
98106,Seattle,WA,47.5344,-122.3547
98107,Seattle,WA,47.6701,-122.3763
98115,Seattle,WA,47.6849,-122.2968
98116,Seattle,WA,47.5746,-122.3934
98117,Seattle,WA,47.6873,-122.3772
98118,Seattle,WA,47.5412,-122.275
98125,Seattle,WA,47.717,-122.3015
98126,Seattle,WA,47.5444,-122.3735
98133,Seattle,WA,47.7377,-122.3431
98136,Seattle,WA,47.5398,-122.3878
98144,Seattle,WA,47.5846,-122.3005
98146,Seattle,WA,47.4995,-122.3603
98155,Seattle,WA,47.7559,-122.3003
98178,Seattle,WA,47.4924,-122.2359
98188,Seattle,WA,47.4483,-122.2731
98198,Seattle,WA,47.3929,-122.3129
98201,Everett,WA,47.9884,-122.2006
98203,Everett,WA,47.9419,-122.2218
98204,Everett,WA,47.9017,-122.2472
98208,Everett,WA,47.8948,-122.1987
98275,Mukilteo,WA,47.9199,-122.3019
98354,Milton,WA,47.2483,-122.3155
98373,Puyallup,WA,47.1284,-122.3219
98375,Puyallup,WA,47.1037,-122.3235
98390,Sumner,WA,47.2099,-122.228
98391,Bonney Lake,WA,47.143,-122.1644
98402,Tacoma,WA,47.2545,-122.4405
98403,Tacoma,WA,47.2643,-122.4575
98404,Tacoma,WA,47.2113,-122.4126
98405,Tacoma,WA,47.2484,-122.4643
98406,Tacoma,WA,47.2632,-122.4993
98409,Tacoma,WA,47.2038,-122.4825
98422,Tacoma,WA,47.2948,-122.3983
98424,Tacoma,WA,47.2325,-122.3594
98443,Tacoma,WA,47.2044,-122.3728
98444,Tacoma,WA,47.1464,-122.4572
98445,Tacoma,WA,47.1291,-122.4094
98465,Tacoma,WA,47.2491,-122.5273
98466,Tacoma,WA,47.228,-122.5396
98467,University Place,WA,47.2033,-122.5688
98498,Lakewood,WA,47.1591,-122.5485
98499,Lakewood,WA,47.1677,-122.5024
98604,Battle Ground,WA,45.7907,-122.5318
98607,Camas,WA,45.6058,-122.4142
98660,Vancouver,WA,45.6418,-122.6801
98661,Vancouver,WA,45.6418,-122.6251
98662,Vancouver,WA,45.6914,-122.5805
98663,Vancouver,WA,45.6514,-122.6604
98665,Vancouver,WA,45.6892,-122.6616
98682,Vancouver,WA,45.6644,-122.5212
98683,Vancouver,WA,45.6032,-122.5133
98684,Vancouver,WA,45.6359,-122.5155
